ID,name,team,kit_number
194728,Ishak Belfodil,Hertha Berlin,14
192665,Andreas Luthe,1. FC Union Berlin,1
189433,Benjamin Hübner,TSG Hoffenheim,21
186569,Sven Ulreich,Bayern Munich,26
183569,Eric Maxim Choupo-Moting,Bayern Munich,13
181098,Makoto Hasebe,Eintracht Frankfurt,20
257073,Tiago Tomas,VfB Stuttgart,18
255223,Amine Adli,Bayer Leverkusen,31
242660,Louis Beyer,Borussia Monchengladbach,15
241925,Chris Führich,VfB Stuttgart,22
241522,Jonas Wind,VfL Wolfsburg,23
240916,Dejan Ljubicic,FC Cologne,7
239970,Paulinho,Bayer Leverkusen,7
235026,Omar Richards,Bayern Munich,3
234727,Timo Hübers,FC Cologne,4
232244,Santiago Ascacibar,Hertha Berlin,18
231416,Dodi Lukebakio,VfL Wolfsburg,28
229071,Karim Onisiwo,Mainz,9
228595,Grischa Prömel,1. FC Union Berlin,21
227647,Maximilian Mittelstädt,Hertha Berlin,17
223641,Timo Baumgartl,1. FC Union Berlin,25
222692,Benno Schmitz,FC Cologne,2
222148,Ondrej Duda,FC Cologne,18
217648,Genki Haraguchi,1. FC Union Berlin,24
216452,Gonçalo Paciência,Eintracht Frankfurt,39
216380,Daley Sinkgraven,Bayer Leverkusen,22
215604,Cédric Brunner,Arminia Bielefeld,27
212244,Christopher Lenz,Eintracht Frankfurt,25
211999,Rani Khedira,1. FC Union Berlin,8
211899,Florian Niederlechner,FC Augsburg,7
211891,Andreas Voglsammer,1. FC Union Berlin,9
211862,André Hahn,FC Augsburg,28
210802,Joakim Nilsson,Arminia Bielefeld,4
207894,Tobias Strobl,FC Augsburg,5
204472,Bouna Sarr,Bayern Munich,20
202429,Danny da Costa,Eintracht Frankfurt,24
201982,Jonathan Schmid,SC Freiburg,7
201860,Ermin Bicakcic,TSG Hoffenheim,4
201269,Frederik Ronnow,1. FC Union Berlin,19
199909,Pavao Pervan,VfL Wolfsburg,12
199897,Nicolas Höfler,SC Freiburg,27
199439,Michael Gregoritsch,FC Augsburg,11
199288,Anthony Losilla,VfL Bochum,8
193440,Nick Viergever,SpVgg Greuther Furth,24
183580,Nils Petersen,SC Freiburg,18
173909,Kevin-Prince Boateng,Hertha Berlin,27
167431,Gonzalo Castro,Arminia Bielefeld,7
104389,Rune Jarstein,Hertha Berlin,22
257540,Ansgar Knauff,Eintracht Frankfurt,36
257191,Anton Stach,Mainz,6
250954,Chris Richards,TSG Hoffenheim,28
248878,Luca Kilian,FC Cologne,15
248820,Mateu Morey,Borussia Dortmund,2
245637,Georginio Rutter,TSG Hoffenheim,33
245253,Leandro Barreiro,Mainz,8
242958,Paul Jaeckel,1. FC Union Berlin,3
240193,Elvis Rexhbecaj,VfL Bochum,20
238900,Ermedin Demirovic,SC Freiburg,11
237540,Philipp Förster,VfB Stuttgart,20
234875,Lucas Höler,SC Freiburg,9
234843,Maxim Leitsch,VfL Bochum,29
234728,László Bénes,Borussia Monchengladbach,22
233800,Fredrik Andre Bjørkan,Hertha Berlin,3
232270,Timothy Fosu-Mensah,Bayer Leverkusen,24
231111,Alexander Hack,Mainz,42
229221,William,VfL Wolfsburg,2
228614,Gerrit Holtmann,VfL Bochum,17
227873,Almamy Touré,Eintracht Frankfurt,18
227503,Jacob Bruun Larsen,TSG Hoffenheim,7
223790,Sheraldo Becker,1. FC Union Berlin,27
215247,Marcus Ingvartsen,Mainz,11
212879,Sven Michel,1. FC Union Berlin,10
211879,Janik Haberer,SC Freiburg,19
210489,Louis Schaub,FC Cologne,21
210475,Manuel Prietl,Arminia Bielefeld,19
208335,Lukas Kübler,SC Freiburg,17
207926,Andreas Linde,SpVgg Greuther Furth,26
207562,Sebastian Andersson,FC Cologne,9
206198,Dominique Heintz,1. FC Union Berlin,33
202316,Timothy Chandler,Eintracht Frankfurt,22
202276,Simon Zoller,VfL Bochum,9
198553,Cristian Gamboa,VfL Bochum,2
198077,Patrick Herrmann,Borussia Monchengladbach,7
195586,Alfred Finnbogason,FC Augsburg,27
192557,Marvin Plattenhardt,Hertha Berlin,21
190854,Peter Pekarik,Hertha Berlin,2
190666,Manuel Gulde,SC Freiburg,5
177475,Tobias Sippel,Borussia Monchengladbach,21
256781,Luca Netz,Borussia Monchengladbach,20
256675,Omar Marmoush,VfB Stuttgart,17
254660,Jan Thielmann,FC Cologne,29
252961,Tanguy Nianzou,Bayern Munich,23
252027,Aster Vranckx,VfL Wolfsburg,8
251325,Marco Meyerhöfer,SpVgg Greuther Furth,18
250959,Angelo Stiller,TSG Hoffenheim,13
244068,Keven Schlotterbeck,SC Freiburg,31
239138,Woo-Yeong Jeong,SC Freiburg,29
239096,Atakan Karazor,VfB Stuttgart,16
237647,Ajdin Hrustic,Eintracht Frankfurt,7
236624,Aymen Barkok,Eintracht Frankfurt,27
232610,Takuma Asano,VfL Bochum,10
225669,Kingsley Ehizibue,FC Cologne,19
221885,Paul Seguin,SpVgg Greuther Furth,33
221860,Carlos Gruezo,FC Augsburg,8
213134,Levin Öztunali,1. FC Union Berlin,7
211818,Kevin Möhwald,1. FC Union Berlin,30
210723,Niko Gießelmann,1. FC Union Berlin,23
209504,Branimir Hrgota,SpVgg Greuther Furth,10
207920,Erik Durm,Eintracht Frankfurt,37
206463,Jeremy Dudziak,SpVgg Greuther Furth,28
205878,Stefanos Kapino,Arminia Bielefeld,13
204497,Kevin Stöger,Mainz,22
202151,Konstantinos Stafylidis,VfL Bochum,16
200212,Michael Esser,VfL Bochum,21
194665,Stefan Ilsanker,Eintracht Frankfurt,3
190520,Tony Jantschke,Borussia Monchengladbach,24
182888,Håvard Nordtveit,TSG Hoffenheim,6
156437,Philipp Pentke,TSG Hoffenheim,12
256780,Márton Dárdai,Hertha Berlin,31
252448,Jamie Leweling,SpVgg Greuther Furth,40
251429,Fabian Kunze,Arminia Bielefeld,16
247497,Armel Kotchap,VfL Bochum,37
244706,Kevin Behrens,1. FC Union Berlin,17
243249,Jurgen Ekkelenkamp,Hertha Berlin,10
243133,Joe Scally,Borussia Monchengladbach,29
238637,Sebastian Vasiliadis,Arminia Bielefeld,39
236498,Sam Lammers,Eintracht Frankfurt,9
234889,Fredrik Jensen,FC Augsburg,24
234333,Myziane Maolida,Hertha Berlin,11
233812,Anderson Lucoqui,Mainz,23
233409,Robert Gumny,FC Augsburg,2
232225,Janni Serra,Arminia Bielefeld,23
231874,Jannes Horn,FC Cologne,23
229891,Julian Ryerson,1. FC Union Berlin,6
222553,Sebastian Griesbeck,SpVgg Greuther Furth,22
221797,Erik Thommy,VfB Stuttgart,11
220925,Alessandro Schöpf,Arminia Bielefeld,8
212626,Davie Selke,Hertha Berlin,7
208700,Danny Blum,VfL Bochum,7
200332,Tomas Koubek,FC Augsburg,40
193886,Daniel Didavi,VfB Stuttgart,10
192663,Fabian Klos,Arminia Bielefeld,9
192660,Sebastian Polter,VfL Bochum,40
190738,Havard Nielsen,SpVgg Greuther Furth,16
189061,Sascha Burchert,SpVgg Greuther Furth,30
189043,Daniel Brosinski,Mainz,18
188802,Marcel Schmelzer,Borussia Dortmund,29
158777,Philipp Tschauner,RB Leipzig,13
262869,Guilherme Ramos,Arminia Bielefeld,3
260926,Kevin Schade,SC Freiburg,20
259586,Hugo Siquet,SC Freiburg,2
254544,Reiner,Borussia Dortmund,20
251401,Tanguy Coulibaly,VfB Stuttgart,7
250955,Josip Stanisic,Bayern Munich,44
245347,Maximilian Bauer,SpVgg Greuther Furth,4
245228,Florian Krüger,Arminia Bielefeld,18
243061,Lee Dong-Jun,Hertha Berlin,30
242818,Finn Dahmen,Mainz,1
239367,Robin Hack,Arminia Bielefeld,21
239340,Julian Chabot,FC Cologne,24
239073,Christopher Antwi-Adjei,VfL Bochum,22
238072,Eduard Löwen,VfL Bochum,38
236758,Oliver Christensen,Hertha Berlin,32
234205,Hiroki Ito,VfB Stuttgart,37
233472,Noah Joel Sarenren-Bazee,FC Augsburg,17
229640,Mads Pedersen,FC Augsburg,3
229487,Lukas Klünter,Hertha Berlin,13
226686,Max Christiansen,SpVgg Greuther Furth,13
225673,Kasim Nuhu,TSG Hoffenheim,15
216282,Raphael Framberger,FC Augsburg,32
212192,Julian Green,SpVgg Greuther Furth,37
206145,Benjamin Uphoff,SC Freiburg,1
204366,Jürgen Locadia,VfL Bochum,19
183632,Robert Tesche,VfL Bochum,23
183220,Jan Morávek,FC Augsburg,14
256118,Yannik Keitel,SC Freiburg,14
252873,Andrés Andrade,Arminia Bielefeld,30
252317,David Nemeth,Mainz,34
252014,Herbert Bockhorn,VfL Bochum,11
251223,Ricardo Pepi,FC Augsburg,18
247026,András Schäfer,1. FC Union Berlin,13
241689,Roberto Massimo,VfB Stuttgart,30
239841,Vasilios Lampropoulos,VfL Bochum,24
238569,Kingsley Schindler,FC Cologne,17
237509,Bryan Lasme,Arminia Bielefeld,10
237024,Gian-Luca Itter,SpVgg Greuther Furth,27
235360,Ragnar Ache,Eintracht Frankfurt,21
232786,Keita Endo,1. FC Union Berlin,18
231354,Milos Pantovic,VfL Bochum,27
229584,Pascal Stenzel,VfB Stuttgart,15
228080,Felix Passlack,Borussia Dortmund,30
219957,Jacob Laursen,Arminia Bielefeld,5
198554,Anthony Ujah,1. FC Union Berlin,11
264453,Mickey van de Ven,VfL Wolfsburg,5
257190,Dickson Abiama,SpVgg Greuther Furth,11
256658,Jessic Ngankam,SpVgg Greuther Furth,17
254267,Bartosz Bialek,VfL Wolfsburg,21
251243,Mateo Klimowicz,VfB Stuttgart,31
250931,Patrick Osterhage,VfL Bochum,6
243619,Delano Burgzorg,Mainz,37
243311,Josep Martínez,RB Leipzig,31
239267,Afimico Pululu,SpVgg Greuther Furth,9
238656,Steffen Tigges,Borussia Dortmund,27
238473,Erhan Masovic,VfL Bochum,4
238379,Nikolas Nartey,VfB Stuttgart,28
234683,Andi Zeqiri,FC Augsburg,21
223751,Gideon Jung,SpVgg Greuther Furth,23
223603,Fabian Bredlow,VfB Stuttgart,33
219937,Nils-Jonathan Körber,Hertha Berlin,12
259569,Marco John,TSG Hoffenheim,30
252259,Enzo Millot,VfB Stuttgart,8
247721,Tobias Raschl,SpVgg Greuther Furth,20
242628,George Bello,Arminia Bielefeld,24
240319,Timothy Tillman,SpVgg Greuther Furth,21
236613,Lennart Grill,Bayer Leverkusen,21
234385,Niklas Hauptmann,FC Cologne,36
227638,Suleiman Abdullahi,1. FC Union Berlin,39
213323,Saulo Decarli,VfL Bochum,5
209957,Jakob Busk,1. FC Union Berlin,12
246863,Felix Nmecha,VfL Wolfsburg,22
246126,Clinton Mola,VfB Stuttgart,6
235266,Christian Früchtl,Bayern Munich,36
229107,Nathan de Medina,Arminia Bielefeld,15
210366,Niklas Lomb,Bayer Leverkusen,36
183513,Jens Grahl,Eintracht Frankfurt,31
260930,Kiliann Sildialli,SC Freiburg,25
259159,Justin Che,TSG Hoffenheim,24
257075,Paul Nebel,Mainz,26
256564,Tim Lemperle,FC Cologne,25
244097,Tarsis Bonga,VfL Bochum,32
242850,Simon Asta,SpVgg Greuther Furth,2
204468,Tom Weilandt,VfL Bochum,14
262672,Noah Weißhaupt,SC Freiburg,33
262659,Noah Atubolu,SC Freiburg,21
259205,Naouirou Ahamada,VfB Stuttgart,32
258625,Abdourahmane Barry,SpVgg Greuther Furth,32
257399,Wahidullah Faghir,VfB Stuttgart,19
256853,Malik Tillman,Bayern Munich,40
254556,Kelian Nsona Wa Saka,Hertha Berlin,28
253474,Niklas Tauer,Mainz,25
243284,Frederik Winther,FC Augsburg,26
201068,Timo Kern,Bayern Munich,46
262889,Anselmo Garcia Mcnulty,VfL Wolfsburg,18
262663,Kimberly Ezekwem,SC Freiburg,24
261495,Soumaila Coulibaly,Borussia Dortmund,4
257917,Sander Christiansen,Borussia Monchengladbach,45
257916,Mika Schroers,Borussia Monchengladbach,39
257273,Jan Olschowsky,Borussia Monchengladbach,41
256306,Omer Beyaz,VfB Stuttgart,34
248478,Diant Ramaj,Eintracht Frankfurt,40
243838,Nishan Burkart,SC Freiburg,45
242947,Robin Kehr,SpVgg Greuther Furth,7
241038,Keanan Bennetts,Borussia Monchengladbach,37
234858,Marius Funk,SpVgg Greuther Furth,1
262029,Mohamed Sankoh,VfB Stuttgart,44
257914,Jonas Kersken,Borussia Monchengladbach,46
256887,Taylor Booth,Bayern Munich,37
256770,Kaan Kurt,Borussia Monchengladbach,33
255272,Kevin Paredes,VfL Wolfsburg,40
253693,Conor Noss,Borussia Monchengladbach,34
251293,Laurenz Dehl,1. FC Union Berlin,29
233728,Mamadou Doucouré,Borussia Monchengladbach,4
233211,Niklas Klinger,VfL Wolfsburg,30
265577,Fisnik Asllani,TSG Hoffenheim,44
261745,Lasse Günther,FC Augsburg,29
260014,Tim Civeja,FC Augsburg,41
259082,Jamie Lawrence,Bayern Munich,49
257638,Luca Philipp,TSG Hoffenheim,37
254480,Lilian Egloff,VfB Stuttgart,25
247245,Tomas Ostrak,FC Cologne,31
241552,Jacob Italiano,Borussia Monchengladbach,47
266433,Anton Kade,Hertha Berlin,46
265483,Burak Ince,Arminia Bielefeld,17
263150,Jordan Meyer,VfB Stuttgart,35
263116,Lasse Rieß,Mainz,32
256500,Nnamdi Collins,Borussia Dortmund,41
245780,Felix Schwarzholz,FC Augsburg,46
264223,Noah Konig,TSG Hoffenheim,43
263949,Sadik Fofana,Bayer Leverkusen,39
263514,Abdoulaye Kamara,Borussia Dortmund,32
263354,Julius Pfennig,RB Leipzig,40
263353,Eric Uhlmann,RB Leipzig,48
263272,Philipp Schulze,VfL Wolfsburg,35
261528,Marvin Obuz,FC Cologne,30
261428,Jonas Michelbrink,Hertha Berlin,40
261241,Mehmet Ibrahimi,RB Leipzig,45
260554,Luis Hartwig,VfL Bochum,28
257637,Daniel Klein,FC Augsburg,25
253475,Merveille Papela,Mainz,24
264338,Dominic Schmidt,FC Augsburg,39
263352,David Lelle,RB Leipzig,42
263155,Ben Klefisch,RB Leipzig,46
262632,Vladislav Cherny,Arminia Bielefeld,37
261007,Ruwen Werthmüller,Hertha Berlin,36
260924,Julian Frommann,Arminia Bielefeld,42
260016,Dion Berisha,FC Augsburg,44
251298,Omer Hanin,Mainz,33
244090,Leon Schaffran,SpVgg Greuther Furth,25
265799,Mathias Olesen,FC Cologne,47
260079,Mathis Bruns,1. FC Union Berlin,37
264343,Jan Schröder,Eintracht Frankfurt,49
264342,Gianluca Schäfer,Eintracht Frankfurt,48
263315,Lasse Schulz,SpVgg Greuther Furth,41
262939,Arne Schultz,Arminia Bielefeld,35
260710,Elias Kratzer,SpVgg Greuther Furth,29
258721,Mert-Yusuf Torlak,SpVgg Greuther Furth,39
239510,Matthias Köbbing,FC Cologne,44
263887,Jonas Urbig,FC Cologne,40
262322,Nahuel Nicolas Noll,TSG Hoffenheim,36
247656,Paul Grave,VfL Bochum,34
262931,Tjark Ernst,VfL Bochum,31
232363,Milan Skriniar,Internazionale,37
201024,Kalidou Koulibaly,Napoli,26
192387,Ciro Immobile,Lazio,17
186153,Wojciech Szczesny,Juventus,1
235243,Matthijs de Ligt,Juventus,4
231478,Lautaro Martínez,Internazionale,10
224232,Nicolò Barella,Internazionale,23
223848,Sergej Milinkovic-Savic,Lazio,21
215698,Mike Maignan,AC Milan,16
198219,Lorenzo Insigne,Napoli,24
184344,Leonardo Bonucci,Juventus,19
162835,Samir Handanovic,Internazionale,1
138956,Giorgio Chiellini,Juventus,3
235805,Federico Chiesa,Juventus,22
232656,Theo Hernández,AC Milan,19
230938,Franck Kessié,AC Milan,79
216352,Marcelo Brozovic,Internazionale,77
215333,Duván Zapata,Atalanta,91
198176,Stefan de Vrij,Internazionale,6
180930,Edin Dzeko,Internazionale,9
175943,Dries Mertens,Napoli,14
246430,Dusan Vlahovic,Juventus,7
237383,Alessandro Bastoni,Internazionale,95
228251,Lorenzo Pellegrini,AS Roma,7
223697,Robin Gosens,Internazionale,18
210935,Domenico Berardi,Sassuolo,25
202884,Leonardo Spinazzola,AS Roma,37
199845,Francesco Acerbi,Lazio,33
198706,Luis Alberto,Lazio,10
193082,Juan Cuadrado,Juventus,11
179645,Simon Kjaer,AC Milan,24
41236,Zlatan Ibrahimovic,AC Milan,11
241721,Rafael Leão,AC Milan,17
241096,Sandro Tonali,AC Milan,8
232756,Fikayo Tomori,AC Milan,23
232293,Victor Osimhen,Napoli,9
231969,Ruslan Malinovskyi,Atalanta,18
226271,Fabián Ruiz,Napoli,8
222077,Manuel Locatelli,Juventus,27
210406,Piotr Zielinski,Napoli,20
208128,Hakan Calhanoglu,Internazionale,20
200647,Josip Ilicic,Atalanta,72
199110,Luis Muriel,Atalanta,9
181458,Ivan Perisic,Internazionale,14
178005,Rui Patrício,AS Roma,1
233096,Denzel Dumfries,Internazionale,2
230658,Arthur,Juventus,5
229261,Denis Zakaria,Juventus,28
226754,Ismaël Bennacer,AC Milan,4
221992,Hirving Lozano,Napoli,11
220018,Ante Rebic,AC Milan,12
217870,Giovanni Di Lorenzo,Napoli,22
216409,Matteo Politano,Napoli,21
215330,Joaquín Correa,Internazionale,19
214979,Juan Musso,Atalanta,1
210413,Alessio Romagnoli,AC Milan,13
210008,Adrien Rabiot,Juventus,25
201153,Álvaro Morata,Juventus,9
192883,Henrikh Mkhitaryan,AS Roma,77
191043,Alex Sandro,Juventus,12
187598,Rafael Tolói,Atalanta,2
184200,Marko Arnautovic,Bologna,9
181872,Arturo Vidal,Internazionale,22
178509,Olivier Giroud,AC Milan,9
239580,Bremer,Torino,3
238067,Nicolò Zaniolo,AS Roma,22
236791,Antonín Barák,Hellas Verona,7
229582,Gianluca Mancini,AS Roma,23
223273,Mario Pasalic,Atalanta,88
222558,Rick Karsdorp,AS Roma,2
220093,Hans Hateboer,Atalanta,33
208596,Andrea Belotti,Torino,9
208461,Marten de Roon,Atalanta,15
205659,Alessio Cragno,Cagliari,28
202024,Remo Freuler,Atalanta,11
201519,Jordan Veretout,AS Roma,17
199304,Danilo,Juventus,6
199254,João Pedro,Cagliari,10
198031,Sérgio Oliveira,AS Roma,27
198009,Mattia Perin,Juventus,36
184941,Alexis Sánchez,Internazionale,7
163489,Andrea Consigli,Sassuolo,47
244263,Amir Rrahmani,Napoli,13
240679,Teun Koopmeiners,Atalanta,7
236610,Moise Kean,Juventus,18
236355,Luiz Felipe,Lazio,3
235374,Manuel Lazzari,Lazio,29
229857,Stefano Sensi,Sampdoria,5
228881,Davide Calabria,AC Milan,2
227236,André-Frank Zambo Anguissa,Napoli,99
224031,Adam Marusic,Lazio,77
223959,Lucas Torreira,Fiorentina,18
216435,Stanislav Lobotka,Napoli,68
216150,Davide Zappacosta,Atalanta,77
212404,Federico Bernardeschi,Juventus,20
212151,Thomas Strakosha,Lazio,1
208268,Bryan Cristante,AS Roma,4
208165,Berat Djimsiti,Atalanta,19
203551,Alessandro Florenzi,AC Milan,25
202477,Gerard Deulofeu,Udinese,10
201995,Felipe Anderson,Lazio,7
190745,Marco Silvestri,Udinese,1
189881,Chris Smalling,AS Roma,6
184392,Matteo Darmian,Internazionale,36
176266,Lucas Leiva,Lazio,6
173221,Antonio Candreva,Sampdoria,87
168435,Salvatore Sirigu,Genoa,57
247257,Ibañez,AS Roma,3
241390,Eljif Elmas,Napoli,7
240938,Junior Messias,AC Milan,30
240690,Nicolás González,Fiorentina,22
238744,Weston McKennie,Juventus,14
234711,Josip Brekalo,Torino,14
234612,Jonathan Ikoné,Fiorentina,11
234035,Álvaro Odriozola,Fiorentina,29
231410,Brahim Díaz,AC Milan,10
226710,Gianluca Scamacca,Sassuolo,91
225116,Alex Meret,Napoli,1
220502,Mattia Zaccagni,Lazio,20
219985,Matías Vecino,Internazionale,8
214092,Aleksei Miranchuk,Atalanta,59
199652,Dennis Praet,Torino,22
198946,Danilo D'Ambrosio,Internazionale,33
193061,Roberto Pereyra,Udinese,37
190813,Stephan El Shaarawy,AS Roma,92
189505,Pedro,Lazio,9
189125,Giacomo Bonaventura,Fiorentina,5
189053,Francesco Caputo,Sampdoria,10
176550,David Ospina,Napoli,25
173373,Sergio Romero,Venezia,88
24630,Pepe Reina,Lazio,25
246186,Arthur,Fiorentina,9
244193,Jovane Cabral,Lazio,11
242664,Alexis Saelemaekers,AC Milan,56
242374,Musa Barrow,Bologna,99
240240,Jean-Pierre Nsamé,Venezia,9
239613,Matteo Pessina,Atalanta,32
238160,Merih Demiral,Atalanta,28
238095,Nikola Milenkovic,Fiorentina,4
234678,Joakim Maehle,Atalanta,3
228413,Emil Audero,Sampdoria,1
226268,Federico Dimarco,Internazionale,32
225014,Gaetano Castrovilli,Fiorentina,10
224422,Jeremie Boga,Atalanta,10
217196,José Palomino,Atalanta,6
216816,Giovanni Simeone,Hellas Verona,99
212153,Roberto Gagliardini,Internazionale,5
211320,Daniele Rugani,Juventus,24
206058,Mattia De Sciglio,Juventus,2
204614,Mário Rui,Napoli,6
202848,Gianluca Caprari,Hellas Verona,10
202325,Diego Demme,Napoli,4
201389,Cristiano Biraghi,Fiorentina,3
195272,Davide Faraoni,Hellas Verona,5
193361,Roberto Soriano,Bologna,21
185103,Aleksandar Kolarov,Internazionale,11
185020,José Callejón,Fiorentina,7
159261,Fabio Quagliarella,Sampdoria,27
253290,Matías Viña,AS Roma,5
253002,Giacomo Raspadori,Sassuolo,18
241508,Mikkel Damsgaard,Sampdoria,38
240787,Hamed Junior Traore,Sassuolo,23
237819,Nicolás Domínguez,Bologna,8
236699,Sasa Lukic,Torino,10
233556,Riccardo Orsolini,Bologna,7
233084,Nahuel Molina,Udinese,16
230965,Nahitan Nández,Cagliari,18
228708,Lucas Martínez Quarta,Fiorentina,2
225782,Ainsley Maitland-Niles,AS Roma,15
225309,Nadiem Amiri,Genoa,8
224158,Sofyan Amrabat,Fiorentina,34
219809,Tiemoué Bakayoko,AC Milan,41
216065,Marco Sportiello,Atalanta,57
215785,Keita Baldé,Cagliari,9
215689,Andrea Petagna,Napoli,37
215502,Bartlomiej Dragowski,Fiorentina,69
212127,Darko Lazovic,Hellas Verona,8
211361,Danilo Cataldi,Lazio,32
210864,Elseid Hysaj,Lazio,23
204451,Koray Günter,Hellas Verona,21
202851,Grégoire Defrel,Sassuolo,92
201325,Ciprian Tatarusanu,AC Milan,1
201046,Riccardo Saponara,Fiorentina,8
193133,Jens Stryger Larsen,Udinese,19
184431,Sebastian Giovinco,Sampdoria,21
178007,Miguel Veloso,Hellas Verona,4
175254,Felipe Caicedo,Internazionale,88
173306,Cristian Ansaldi,Torino,15
170320,Lorenzo De Silvestri,Bologna,29
165109,Stefan Radu,Lazio,26
255654,Pierre Kalulu,AC Milan,20
251892,Beto,Udinese,9
245275,Toma Basic,Lazio,88
240654,Carles Perez,AS Roma,11
240091,Guglielmo Vicario,Empoli,13
239807,Davide Frattesi,Sassuolo,16
236898,Michel Aebischer,Bologna,20
234102,Ionut Radu,Internazionale,97
229758,Rade Krunic,AC Milan,33
229593,Marko Pjaca,Torino,11
228946,Mattias Svanberg,Bologna,32
226536,Omar Colley,Sampdoria,15
225439,Rolando Mandragora,Torino,38
224987,Ivan Provedel,Spezia,94
224030,Maxime López,Sassuolo,8
223113,Krzysztof Piatek,Fiorentina,19
220477,Mattia Caldara,Venezia,31
219932,Antonio Sanabria,Torino,19
216145,Armando Izzo,Torino,5
213404,Pawel Dawidowicz,Hellas Verona,27
213242,Adrien Tamèze,Hellas Verona,61
210617,Samu Castillejo,AC Milan,7
210384,Ridgeciano Haps,Venezia,55
206654,Pablo Marí,Udinese,22
206098,Patric,Lazio,4
205343,Jean-Daniel Akpa Akpro,Lazio,8
201858,Nicola Sansone,Bologna,10
201454,Faouzi Ghoulam,Napoli,31
198683,Manolo Gabbiadini,Sampdoria,23
193881,Filip Djuricic,Sassuolo,10
193338,Mattia Destro,Genoa,23
189908,Lukasz Skorupski,Bologna,28
189712,Kevin Strootman,Cagliari,16
181318,Albin Ekdal,Sampdoria,6
173208,Domenico Criscito,Genoa,4
258683,Ivan Ilić,Hellas Verona,14
255687,David Zima,Torino,6
252060,Tommaso Pobega,Torino,4
246431,Riccardo Sottil,Fiorentina,33
245426,Marash Kumbulla,AS Roma,24
244206,Nehuén Pérez,Udinese,2
243237,Luca Pellegrini,Juventus,17
242392,Giangiacomo Magnani,Sampdoria,26
238621,Rodrigo Becão,Udinese,50
236368,Giulio Maggiore,Spezia,25
235842,Andrea Pinamonti,Empoli,99
235149,Jerdy Schouten,Bologna,30
231835,Thomas Henry,Venezia,14
231485,Axel Tuanzebe,Napoli,3
231235,Kelvin Amian,Spezia,27
231108,Silvan Hefti,Genoa,36
230613,Amadou Diawara,AS Roma,42
228349,Mërgim Vojvoda,Torino,27
225995,Petar Stojanovic,Empoli,30
225844,Daniele Verde,Spezia,10
224656,Ola Aina,Torino,34
222475,Morten Thorsby,Sampdoria,2
219536,Ignacio Pussetto,Udinese,23
215363,Lorenzo Montipò,Hellas Verona,96
213814,Federico Di Francesco,Empoli,11
211408,Karol Linetty,Torino,77
210964,Federico Ceccherini,Hellas Verona,17
208535,Alfred Duncan,Fiorentina,32
205850,Leonardo Pavoletti,Cagliari,30
205362,Matija Nastasic,Fiorentina,55
202685,Simone Zaza,Torino,7
200353,Adama Soumaoro,Bologna,5
198949,Kévin Malcuit,Napoli,2
196889,Simone Verdi,Salernitana,10
193352,Ricardo Rodríguez,Torino,13
193091,Bram Nuytinck,Udinese,17
191011,Luigi Sepe,Salernitana,55
183900,Diego Perotti,Salernitana,88
182168,Andrea Ranocchia,Internazionale,13
179847,Federico Fazio,Salernitana,17
258946,Matteo Lovato,Cagliari,66
257278,Arthur Theate,Bologna,6
252802,Wilfried Singo,Torino,17
248808,Aaron Hickey,Bologna,3
244274,Adrian Semper,Genoa,1
241937,Abdou Harroui,Sassuolo,20
240452,M'Bala Nzola,Spezia,18
239964,Eldor Shomurodov,AS Roma,14
239770,Nicolo Casale,Hellas Verona,16
239732,Szymon Zurkowski,Empoli,27
237715,Patrick Cutrone,Empoli,9
237640,Nedim Bajrami,Empoli,10
235813,Razvan Marin,Cagliari,8
231428,Filippo Bandinelli,Empoli,25
231242,Adam Ounas,Napoli,33
230681,Giuseppe Pezzella,Atalanta,13
229636,Gastón Pereiro,Cagliari,20
228698,Viktor Kovalenko,Spezia,8
225475,Hernani,Genoa,33
224933,Kevin Lasagna,Hellas Verona,11
224836,Vanja Milinkovic,Torino,32
224808,Gian Marco Ferrari,Sassuolo,31
223329,Andrea Conti,Sampdoria,13
222844,Walace,Udinese,11
214622,Jeremy Toljan,Sassuolo,22
207790,Kaan Ayhan,Sassuolo,5
205812,Pietro Terracciano,Fiorentina,1
205531,Valerio Verre,Empoli,7
201144,Milan Badelj,Genoa,47
201049,Lorenzo Tonelli,Empoli,26
200054,Pedro Obiang,Sassuolo,14
199763,Bartosz Bereszynski,Sampdoria,24
198857,Simone Romagnoli,Empoli,6
193786,Francesco Bardi,Bologna,22
192086,Aleksandr Kokorin,Fiorentina,91
191648,Maya Yoshida,Sampdoria,22
190778,Jeroen Zoet,Spezia,1
190761,Tolgay Arslan,Udinese,5
189296,Etrit Berisha,Torino,1
186589,Ivan Radovanovic,Salernitana,16
258585,Ivor Pandur,Hellas Verona,1
255891,Bosko Sutalo,Hellas Verona,31
255001,Nicolo Rovella,Genoa,65
242429,Liberato Cacace,Empoli,21
241585,Igor Julio,Fiorentina,98
241103,Zinho Vanheusden,Genoa,3
240282,Ales Mateju,Venezia,37
240100,Tommaso Augello,Sampdoria,3
239795,Caleb Ekuban,Genoa,20
239744,Michaël Cuisance,Venezia,21
238988,Maximilian Ullmann,Venezia,19
238004,Albert Gudmundsson,Genoa,11
236838,Youssef Maleh,Fiorentina,14
236723,Fodé Ballo-Toure,AC Milan,5
236556,Martin Hongla,Hellas Verona,78
